"configuration","problem","model","data_file","status","time","flatBoolVars","run","bimanderTotalM","error","nSolutions","objective","method","flatIntVars","nClauseVariables","paths","solveTime","flatTime","evaluatedHalfReifiedConstraints","flatIntConstraints","processFlatZincTime","bimanderTotalOffset","flatBoolConstraints","bimanderTotalAbsoluteBalance","nVariables","bimanderCount","bimanderTotalN","eliminatedImplications","nClauses"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_swv02.dzn","OPTIMAL_SOLUTION","220.5222479570075","937926","raw","0","","2","204","minimize","48873","7868047","0","125.9667","72.3092","360","48872","8.6873","0","1824117","0","783151","0","0","47873","2815672"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_orb04.dzn","OPTIMAL_SOLUTION","29.290512528037652","233110","raw","0","","2","10","minimize","13132","848843","0","2.0411","22.0796","180","13131","1.2462","0","430268","0","169768","0","0","19950","375482"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_swv13.dzn","ERROR","","","raw","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","","","","","","","","","","","","","",""
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_vw3x3.dzn","OPTIMAL_SOLUTION","0.18476794700836763","295","raw","0","","1","0","minimize","71","5113","0","0.0323","0.113986","54","70","0.0044","0","405","0","1183","0","0","","2121"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la11.dzn","OPTIMAL_SOLUTION","55.94882624299498","390326","raw","0","","2","165","minimize","36720","1968920","0","15.245","32.229599","320","36719","2.4787","0","796311","0","288199","0","0","6383","742823"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_swv08.dzn","OPTIMAL_SOLUTION","288.600840737985","1582552","raw","0","","2","113","minimize","57971","6842782","0","103.6516","149.428","580","57970","9.5498","0","3353817","0","1131951","0","0","135110","2873464"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_swv11.dzn","UNKNOWN","636.9956207999494","45076","raw","0","","0","","minimize","1738","6598051","0","600.2264","28.3295","25799","1737","6.6255","0","58584","0","1635930","0","0","","2700217"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_la03.dzn","OPTIMAL_SOLUTION","1.186700037040282","1481","raw","0","","2","101","minimize","259","111122","0","0.3252","0.668725","610","258","0.1202","0","1997","0","26897","0","0","","45527"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_swv12.dzn","UNKNOWN","637.0404599279864","45082","raw","0","","0","","minimize","1781","6571440","0","600.1799","28.1302","25800","1780","6.9279","0","57617","0","1631533","0","0","","2690657"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_ft06.dzn","OPTIMAL_SOLUTION","0.6965397350140847","4678","raw","0","","2","2","minimize","455","16126","0","0.0284","0.548804","60","454","0.0193","0","8276","0","3543","0","0","200","7419"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_la14.dzn","OPTIMAL_SOLUTION","61.90392959798919","390409","raw","0","","2","123","minimize","42176","2148174","0","16.0651","36.7128","180","42175","2.9718","0","949019","0","307468","0","0","5365","888960"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la28.dzn","OPTIMAL_SOLUTION","110.4289767529699","698639","raw","0","","2","208","minimize","34391","3309517","0","25.2219","68.5964","600","34390","4.2287","0","1401962","0","492949","0","0","40623","1241255"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_abz7.dzn","OPTIMAL_SOLUTION","72.02478108397918","499227","raw","0","","2","32","minimize","18746","2127982","0","6.9919","52.9714","800","18745","2.8519","0","977705","0","342759","0","0","50934","834231"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_la02.dzn","OPTIMAL_SOLUTION","11.653477896994445","89576","raw","0","","2","75","minimize","9680","471502","0","0.7011","8.84297","90","9679","0.6328","0","217839","0","71419","0","0","2186","198281"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_orb09.dzn","OPTIMAL_SOLUTION","33.405832537973765","231318","raw","0","","2","0","minimize","12478","1027721","0","2.2814","25.4421","300","12477","1.3402","0","449108","0","159874","0","0","16454","385246"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_la15.dzn","SATISFIED","603.3370424029999","4579","raw","0","","2","12446","minimize","577","490028","0","600.1455","2.46332","2219","576","0.5208","0","6237","0","118637","0","0","","200606"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_ft10.dzn","OPTIMAL_SOLUTION","31.321900214999914","220450","raw","0","","2","0","minimize","12603","930180","0","4.5666","21.5506","260","12602","1.3357","0","425185","0","155360","0","0","20853","367849"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_orb02.dzn","OPTIMAL_SOLUTION","27.101751794980373","199514","raw","0","","2","116","minimize","11951","724078","0","2.4147","20.0747","180","11950","1.0613","0","367207","0","146288","0","0","18304","321147"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_orb04.dzn","OPTIMAL_SOLUTION","34.57645866996609","247646","raw","0","","2","10","minimize","13132","1105252","0","2.1685","26.3609","300","13131","1.4227","0","482964","0","169998","0","0","19950","413872"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_swv10.dzn","OPTIMAL_SOLUTION","281.93940353702055","1555084","raw","0","","2","28","minimize","53766","10520533","0","109.4692","135.037","560","53765","12.8779","0","3001877","0","1221822","0","0","134685","3903547"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_orb10.dzn","OPTIMAL_SOLUTION","28.93887142202584","217770","raw","0","","2","93","minimize","12968","916516","0","1.8204","21.9622","260","12967","1.208","0","417946","0","155380","0","0","19832","362938"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_swv02.dzn","OPTIMAL_SOLUTION","137.6857428170042","969337","raw","0","","2","204","minimize","48873","4314054","0","34.583","77.9548","520","48872","6.3645","0","1935083","0","682657","0","0","47873","1703155"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_swv04.dzn","OPTIMAL_SOLUTION","137.78051257197512","965165","raw","0","","2","214","minimize","49233","4303700","0","40.4473","77.1322","520","49232","6.0879","0","1929269","0","680085","0","0","52754","1698628"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_orb09.dzn","OPTIMAL_SOLUTION","26.856225103954785","217910","raw","0","","2","0","minimize","12478","789814","0","1.9299","19.9941","180","12477","1.2799","0","400338","0","159644","0","0","16454","349654"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_la08.dzn","OPTIMAL_SOLUTION","27.232237999036442","184619","raw","0","","2","92","minimize","19924","1010593","0","3.2503","19.6162","135","19923","1.377","0","451768","0","148647","0","0","4539","421198"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_orb07.dzn","OPTIMAL_SOLUTION","4.447616956022102","3515","raw","0","","2","102","minimize","241","153574","0","3.0515","1.1476","1160","240","0.1241","0","3924","0","39400","0","0","","63388"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la14.dzn","OPTIMAL_SOLUTION","74.24852456903318","444013","raw","0","","2","123","minimize","42176","2445153","0","20.9638","42.963","400","42175","3.1008","0","929747","0","306249","0","0","5365","841993"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_swv08.dzn","OPTIMAL_SOLUTION","286.8619214220089","1650874","raw","0","","2","113","minimize","57971","7424244","0","95.1409","153.128","800","57970","10.4377","0","3292859","0","1130868","0","0","135110","2832772"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_swv04.dzn","OPTIMAL_SOLUTION","232.1011740139802","933907","raw","0","","2","214","minimize","49233","7833055","0","139.1451","71.4543","360","49232","8.4037","0","1817824","0","779901","0","0","52754","2804263"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la09.dzn","OPTIMAL_SOLUTION","32.027949871029705","219256","raw","0","","2","210","minimize","20484","1102086","0","8.3792","18.9548","240","20483","1.3395","0","444883","0","163221","0","0","3871","415850"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la03.dzn","OPTIMAL_SOLUTION","12.29229548596777","78933","raw","0","","2","101","minimize","8331","997850","0","2.9187","6.62062","80","8330","1.6058","0","149730","0","78921","0","0","2688","340231"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la10.dzn","OPTIMAL_SOLUTION","46.53321273101028","209029","raw","0","","2","92","minimize","21517","2733327","0","24.2843","16.4591","120","21516","2.8499","0","403738","0","209013","0","0","3858","925599"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la26.dzn","OPTIMAL_SOLUTION","109.03255619999254","693752","raw","0","","2","140","minimize","34511","3282580","0","25.0548","67.8636","600","34510","4.2144","0","1389445","0","490344","0","0","38153","1231521"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la07.dzn","OPTIMAL_SOLUTION","25.20916046499042","205634","raw","0","","2","225","minimize","19710","1036171","0","2.6788","17.0857","240","19709","1.3201","0","417381","0","153004","0","0","3657","390888"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_orb05.dzn","OPTIMAL_SOLUTION","25.736083883035462","205790","raw","0","","2","183","minimize","12401","754540","0","2.096499","19.0034","180","12400","1.1181","0","381719","0","149531","0","0","18337","333005"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la25.dzn","OPTIMAL_SOLUTION","50.59365517500555","364865","raw","0","","2","214","minimize","19459","1553354","0","6.1296","36.0059","390","19458","2.1111","0","711040","0","257175","0","0","25750","615619"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_orb09.dzn","OPTIMAL_SOLUTION","29.982775098993443","224614","raw","0","","2","0","minimize","12478","939201","0","1.9787","21.6237","260","12477","1.3039","0","429456","0","159874","0","0","16454","372298"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la30.dzn","OPTIMAL_SOLUTION","130.31651926995255","779372","raw","0","","2","278","minimize","39653","3671277","0","40.4116","72.3078","600","39652","4.6883","0","1562084","0","546384","0","0","35462","1376247"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_la06.dzn","OPTIMAL_SOLUTION","9.236278980970383","2854","raw","0","","2","67","minimize","425","281587","0","7.5144","1.3358","1288","424","0.261799","0","3813","0","68289","0","0","","115690"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la21.dzn","OPTIMAL_SOLUTION","59.39530048298184","404305","raw","0","","2","167","minimize","22117","1785344","0","11.3325","38.8088","390","22116","2.3234","0","789117","0","296870","0","0","27244","707909"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_swv14.dzn","ERROR","","","raw","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","","","","","","","","","","","","","",""
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_la16.dzn","OPTIMAL_SOLUTION","2.9320415079710074","2748","raw","0","","2","49","minimize","262","196791","0","1.294","1.26617","1160","261","0.206","0","3213","0","50185","0","0","","81175"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_la38.dzn","OPTIMAL_SOLUTION","84.21857156098122","599735","raw","0","","2","0","minimize","24839","2184776","0","12.903","57.9953","420","24838","3.1484","0","1106568","0","436565","0","0","69578","956863"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la26.dzn","OPTIMAL_SOLUTION","150.14673404797213","651776","raw","0","","2","140","minimize","34511","5278626","0","79.7876","54.3338","360","34510","5.8525","0","1246262","0","549128","0","0","38153","1905446"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la38.dzn","OPTIMAL_SOLUTION","86.32506070402451","599735","raw","0","","2","0","minimize","24839","2184776","0","12.6571","59.8222","420","24838","3.2932","0","1106568","0","436565","0","0","69578","956863"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la03.dzn","OPTIMAL_SOLUTION","12.258187578991055","89623","raw","0","","2","101","minimize","8331","478852","0","0.7016","9.44644","200","8330","0.5752","0","184974","0","63706","0","0","2688","169827"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_la05.dzn","OPTIMAL_SOLUTION","11.162847417988814","80133","raw","0","","2","54","minimize","8929","426149","0","0.7662","8.56556","90","8928","0.523499","0","195837","0","64442","0","0","2316","178975"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la27.dzn","OPTIMAL_SOLUTION","114.474382497021","741118","raw","0","","2","283","minimize","36238","3502876","0","28.8401","69.2763","600","36237","4.4151","0","1486512","0","521407","0","0","39070","1313290"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_la25.dzn","OPTIMAL_SOLUTION","45.387868231977336","353751","raw","0","","2","214","minimize","19459","1318193","0","6.1769","31.4068","270","19458","1.9241","0","664791","0","256830","0","0","25750","580139"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_la40.dzn","OPTIMAL_SOLUTION","51.485057851008605","7672","raw","0","","2","53","minimize","420","652737","0","46.836","3.77164","3690","419","0.5703","0","9188","0","166579","0","0","","268182"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_la30.dzn","OPTIMAL_SOLUTION","128.3880360169569","732720","raw","0","","2","278","minimize","39653","3338151","0","44.2138","67.8537","380","39652","4.6205","0","1602143","0","547290","0","0","35462","1405233"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_abz9.dzn","OPTIMAL_SOLUTION","69.32591775496257","509218","raw","0","","2","26","minimize","19927","1912011","0","12.0607","45.3022","560","19926","2.9308","0","961544","0","363534","0","0","49631","829291"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la14.dzn","OPTIMAL_SOLUTION","404.8730119779939","389709","raw","0","","2","123","minimize","42176","5178409","0","365.6981","29.2156","160","42175","4.6052","0","760145","0","389699","0","0","5365","1748392"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_la09.dzn","OPTIMAL_SOLUTION","32.97407521400601","205674","raw","0","","2","210","minimize","20484","1117133","0","7.1971","20.9939","135","20483","1.4099","0","501499","0","163986","0","0","3871","465486"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_swv13.dzn","ERROR","","","raw","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","","","","","","","","","","","","","",""
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_orb10.dzn","OPTIMAL_SOLUTION","27.00104702898534","211301","raw","0","","2","93","minimize","12968","766311","0","1.8712","20.3328","180","12967","1.1032","0","388853","0","155150","0","0","19832","340084"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la25.dzn","OPTIMAL_SOLUTION","54.61742973100627","375979","raw","0","","2","214","minimize","19459","1699978","0","6.2835","39.4245","450","19458","2.1799","0","743692","0","257175","0","0","25750","637157"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_swv01.dzn","OPTIMAL_SOLUTION","137.64191790902987","908035","raw","0","","2","99","minimize","47625","4195400","0","38.2703","78.0192","380","47624","6.4225","0","1999206","0","662102","0","0","47828","1753245"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_ft10.dzn","OPTIMAL_SOLUTION","28.815953802026343","213711","raw","0","","2","0","minimize","12603","781267","0","3.8354","20.1796","180","12602","1.1213","0","396152","0","155130","0","0","20853","345325"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_abz8.dzn","OPTIMAL_SOLUTION","71.77181582699995","505390","raw","0","","2","3","minimize","19080","2068769","0","11.687","47.6683","720","19079","2.8285","0","978579","0","354985","0","0","48932","841203"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_la18.dzn","OPTIMAL_SOLUTION","25.18901537003694","188343","raw","0","","2","0","minimize","11038","678579","0","2.1821","18.6938","180","11037","0.9844","0","344252","0","139059","0","0","16232","301925"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_la39.dzn","OPTIMAL_SOLUTION","53.7202634869609","7678","raw","0","","2","96","minimize","432","652917","0","49.0629","3.79174","3690","431","0.5744","0","9198","0","166687","0","0","","268312"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_orb04.dzn","OPTIMAL_SOLUTION","28.237577926018275","233110","raw","0","","2","10","minimize","13132","848843","0","2.024","20.9661","180","13131","1.21","0","430268","0","169768","0","0","19950","375482"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'EQUALITY'}","jsswet","jsswet.mzn","jsswet_la28.dzn","OPTIMAL_SOLUTION","102.28494247305207","656943","raw","0","","2","208","minimize","34391","2998200","0","26.1519","61.8652","380","34390","4.0601","0","1442498","0","493711","0","0","40623","1264768"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_orb08.dzn","OPTIMAL_SOLUTION","32.49413160100812","227034","raw","0","","2","0","minimize","12802","1026071","0","2.2027","24.5377","300","12801","1.4748","0","449360","0","153284","0","0","21332","383054"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_yn4.dzn","OPTIMAL_SOLUTION","147.98688869003672","941795","raw","0","","2","35","minimize","28791","3776135","0","32.8975","93.4068","920","28790","5.1712","0","1798816","0","664715","0","0","116615","1539609"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la12.dzn","OPTIMAL_SOLUTION","85.44778975902591","333104","raw","0","","2","46","minimize","31391","1694640","0","51.092","27.2306","320","31390","2.2225","0","678983","0","249617","0","0","4375","639805"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_la26.dzn","SATISFIED","605.8590412539779","8530","raw","0","","2","1368","minimize","567","872073","0","600.1807","4.51361","4320","566","0.8012","0","10331","0","217403","0","0","","358486"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_abz9.dzn","OPTIMAL_SOLUTION","79.91446011303924","530870","raw","0","","2","26","minimize","19927","2256998","0","11.5538","54.0709","800","19926","3.2263","0","1038550","0","363954","0","0","49631","885065"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la17.dzn","OPTIMAL_SOLUTION","27.345619266969152","186874","raw","0","","2","15","minimize","10448","806143","0","2.015899","20.7646","300","10447","1.0549","0","359907","0","129983","0","0","15046","309523"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_orb03.dzn","OPTIMAL_SOLUTION","33.339024117041845","242732","raw","0","","2","69","minimize","14466","1033825","0","3.3849","24.2321","260","14465","1.3949","0","473066","0","168762","0","0","24832","407781"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_abz5.dzn","OPTIMAL_SOLUTION","37.083115506975446","275823","raw","0","","2","103","minimize","16801","1160758","0","3.6244","27.202","260","16800","1.6265","0","525492","0","197293","0","0","24074","459947"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_orb06.dzn","OPTIMAL_SOLUTION","6.811630000011064","2760","raw","0","","2","26","minimize","280","195581","0","5.2514","1.25192","1159","279","0.1916","0","3283","0","49779","0","0","","80498"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_vw3x3.dzn","OPTIMAL_SOLUTION","0.8917922949767672","5528","raw","0","","2","0","minimize","1133","26542","0","0.0636","0.68495","36","1132","0.0292","0","10772","0","3881","0","0","46","9994"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la30.dzn","OPTIMAL_SOLUTION","185.76710190501763","732020","raw","0","","2","278","minimize","39653","5959761","0","108.5431","59.9395","360","39652","6.3173","0","1402935","0","615926","0","0","35462","2147108"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_la10.dzn","OPTIMAL_SOLUTION","10.518890066014137","2860","raw","0","","2","92","minimize","428","279840","0","8.7919","1.30939","1290","427","0.2596","0","3765","0","67866","0","0","","114737"
"mzn_sat-open_wbo-binary","jsswet","jsswet.mzn","jsswet_la07.dzn","OPTIMAL_SOLUTION","14.666484458022751","2854","raw","0","","2","225","minimize","426","279615","0","12.992","1.28787","1290","425","0.2614","0","3952","0","67724","0","0","","114715"
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_swv11.dzn","ERROR","","","raw","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","","","","","","","","","","","","","",""
"mzn_sat-open_wbo-order-{'f_SAT_fzn_disjunctive_order_alternative': True}","jsswet","jsswet.mzn","jsswet_la04.dzn","OPTIMAL_SOLUTION","14.499323241005186","78697","raw","0","","2","205","minimize","8100","990431","0","5.0772","6.4563","80","8099","1.8323","0","149250","0","78683","0","0","2377","337891"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'DOUBLE_INEQUALITY'}","jsswet","jsswet.mzn","jsswet_la34.dzn","OPTIMAL_SOLUTION","346.56060084700584","1699557","raw","0","","2","224","minimize","79130","8255879","0","166.4459","144.448","900","79129","10.4595","0","3450976","0","1180144","0","0","58714","3041994"
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_swv11.dzn","ERROR","","","raw","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","","","","","","","","","","","","","",""
"mzn_sat-open_wbo-mixed-{'f_SAT_fzn_disjunctive_order_alternative': True, 'f_slack_channel': 'INEQUALITY'}","jsswet","jsswet.mzn","jsswet_swv10.dzn","OPTIMAL_SOLUTION","210.7753495569923","1588909","raw","0","","2","28","minimize","53766","6811750","0","34.0451","141.682","720","53765","9.3415","0","3132174","0","1114264","0","0","134685","2717779"
