"configuration","problem","model","data_file","status","time","run","objective"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","2.31","raw","591"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","2.32","raw","609"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","4.33","raw","628"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","9.65","raw","682"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","11.67","raw","698"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","11.71","raw","720"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","14.37","raw","743"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","14.89","raw","775"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","14.89","raw","824"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","17.51","raw","855"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","17.51","raw","889"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","17.75","raw","903"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","201.65","raw","912"
"gecode","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","0.1","raw","274"
"gecode","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","0.11","raw","438"
"gecode","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","0.19","raw","482"
"gecode","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","0.2","raw","532"
"gecode","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","0.4","raw","544"
"gecode","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","0.42","raw","597"
"gecode","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","0.42","raw","611"
"gecode","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","1.16","raw","625"
"gecode","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","1.3","raw","763"
"gecode","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","1.81","raw","846"
"gecode","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","10.14","raw","861"
"gecode","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","40.62","raw","901"
"gecode","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","40.71","raw","931"
"gecode","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","44.35","raw","967"
"gecode","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","55.71","raw","1053"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_3.dzn","","0.16","raw","306"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_3.dzn","","0.36","raw","409"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_3.dzn","","0.36","raw","572"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_3.dzn","","1.63","raw","595"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_3.dzn","","1.81","raw","733"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_3.dzn","","7.51","raw","837"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_3.dzn","","22.63","raw","854"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_3.dzn","","145.03","raw","861"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_3.dzn","","166.56","raw","869"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_3.dzn","","256.07","raw","870"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","0.34","raw","662"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","0.35","raw","700"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","0.54","raw","906"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","2.15","raw","994"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","5.21","raw","997"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","6.04","raw","1073"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","18.53","raw","1084"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","20.62","raw","1110"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","20.64","raw","1202"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","27.24","raw","1238"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","27.26","raw","1272"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","27.44","raw","1292"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","27.81","raw","1308"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","27.92","raw","1346"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","28.15","raw","1352"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","28.17","raw","1380"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","29.01","raw","1406"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","29.22","raw","1412"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","67.03","raw","1417"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","196.17","raw","1433"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","214.84","raw","1441"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","217.08","raw","1447"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","221.15","raw","1449"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_1.dzn","","221.21","raw","1481"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_1.dzn","","0.31","raw","457"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_1.dzn","","0.52","raw","693"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_1.dzn","","0.63","raw","728"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_1.dzn","","0.81","raw","801"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_1.dzn","","5.28","raw","846"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_1.dzn","","5.38","raw","901"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_1.dzn","","5.39","raw","987"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_1.dzn","","161.19","raw","1021"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_1.dzn","","163.99","raw","1042"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_1.dzn","","234.54","raw","1058"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","0.14","raw","374"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","0.23","raw","400"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","0.24","raw","418"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","0.47","raw","518"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","0.51","raw","578"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","0.53","raw","657"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","2.51","raw","707"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","2.51","raw","710"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","5.58","raw","720"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","5.66","raw","733"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","5.67","raw","751"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","5.69","raw","793"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","8.51","raw","802"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","8.52","raw","831"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","8.73","raw","849"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","128.78","raw","857"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","130.91","raw","904"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","156.09","raw","920"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","157.53","raw","929"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","167.73","raw","937"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","169.22","raw","939"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","169.46","raw","979"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","174.97","raw","993"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","201.66","raw","996"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","226.29","raw","1002"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","333.68","raw","1005"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","333.69","raw","1008"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_5.dzn","","333.79","raw","1021"
